Transcript ID	Gene ID	Gene symbol	Gene description	Species ID	3P-seq tags	Representative transcript?
ENSMUST00000001480.8	ENSMUSG00000001441.8	Npepps	aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]	10090	1943	1
ENSMUST00000001484.2	ENSMUSG00000001444.2	Tbx21	T-box 21 [Source:MGI Symbol;Acc:MGI:1888984]	10090	11	1
ENSMUST00000001485.4	ENSMUSG00000001445.5	Mrpl10	mitochondrial ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:1333801]	10090	571	1
ENSMUST00000001497.7	ENSMUSG00000022219.9	Cideb	cell death-inducing DNA fragmentation factor, alpha subunit-like effector B [Source:MGI Symbol;Acc:MGI:1270844]	10090	471	1
ENSMUST00000001507.4	ENSMUSG00000001467.4	Cyp51	cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]	10090	4283	1
ENSMUST00000001513.6	ENSMUSG00000001473.6	Tubb6	tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]	10090	574	1
ENSMUST00000001520.8	ENSMUSG00000031967.10	Afg3l1	AFG3-like AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1928277]	10090	2975	1
ENSMUST00000001534.6	ENSMUSG00000001494.6	Sost	sclerostin [Source:MGI Symbol;Acc:MGI:1921749]	10090	12	1
ENSMUST00000001538.9	ENSMUSG00000001497.13	Pax9	paired box 9 [Source:MGI Symbol;Acc:MGI:97493]	10090	31	1
ENSMUST00000001544.6	ENSMUSG00000023186.9	Vwa5a	von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026]	10090	1770	1
ENSMUST00000001547.7	ENSMUSG00000001506.10	Col1a1	collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]	10090	8243	1
ENSMUST00000001559.8	ENSMUSG00000001518.10	Itfg2	integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]	10090	65	1
ENSMUST00000001561.6	ENSMUSG00000001520.7	Nrip2	nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]	10090	60	1
ENSMUST00000001562.6	ENSMUSG00000001521.7	Tulp3	tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]	10090	128	1
ENSMUST00000001565.9	ENSMUSG00000001524.9	Gtf2h4	general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]	10090	16	1
ENSMUST00000001566.9	ENSMUSG00000001525.10	Tubb5	tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]	10090	35668	1
ENSMUST00000001569.9	ENSMUSG00000059714.8	Flot1	flotillin 1 [Source:MGI Symbol;Acc:MGI:1100500]	10090	7460	1
ENSMUST00000001583.6	ENSMUSG00000001542.6	Ell2	elongation factor RNA polymerase II 2 [Source:MGI Symbol;Acc:MGI:2183438]	10090	511	1
ENSMUST00000001592.9	ENSMUSG00000001552.9	Jup	junction plakoglobin [Source:MGI Symbol;Acc:MGI:96650]	10090	208	1
ENSMUST00000001595.4	ENSMUSG00000001555.5	Fkbp10	FK506 binding protein 10 [Source:MGI Symbol;Acc:MGI:104769]	10090	1794	1
ENSMUST00000001599.3	ENSMUSG00000001558.5	Klhl10	kelch-like 10 [Source:MGI Symbol;Acc:MGI:2181067]	10090	18	1
ENSMUST00000001611.9	ENSMUSG00000001569.9	Nom1	nucleolar protein with MIF4G domain 1 [Source:MGI Symbol;Acc:MGI:1861749]	10090	352	1
ENSMUST00000001620.8	ENSMUSG00000027680.10	Fxr1	fragile X mental retardation gene 1, autosomal homolog [Source:MGI Symbol;Acc:MGI:104860]	10090	8337	1
ENSMUST00000001626.4	ENSMUSG00000001583.8	Tnk1	tyrosine kinase, non-receptor, 1 [Source:MGI Symbol;Acc:MGI:1930958]	10090	104	1
ENSMUST00000001631.6	ENSMUSG00000001588.7	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:MGI Symbol;Acc:MGI:2388270]	10090	12	1
ENSMUST00000001652.5	ENSMUSG00000021070.5	Bdkrb2	bradykinin receptor, beta 2 [Source:MGI Symbol;Acc:MGI:102845]	10090	88	1
ENSMUST00000001667.7	ENSMUSG00000001622.10	Csn3	casein kappa [Source:MGI Symbol;Acc:MGI:107461]	10090	417	1
ENSMUST00000001672.6	ENSMUSG00000001627.6	Ifrd1	interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]	10090	273	1
ENSMUST00000001675.8	ENSMUSG00000001630.8	Stk38l	serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]	10090	255	1
ENSMUST00000001699.7	ENSMUSG00000022484.7	Hoxc10	homeobox C10 [Source:MGI Symbol;Acc:MGI:96192]	10090	302	1
ENSMUST00000001700.6	ENSMUSG00000001655.6	Hoxc13	homeobox C13 [Source:MGI Symbol;Acc:MGI:99560]	10090	5	1
ENSMUST00000001701.3	ENSMUSG00000001656.3	Hoxc11	homeobox C11 [Source:MGI Symbol;Acc:MGI:96193]	10090	30	1
ENSMUST00000001703.7	ENSMUSG00000001657.7	Hoxc8	homeobox C8 [Source:MGI Symbol;Acc:MGI:96198]	10090	19	1
ENSMUST00000001706.6	ENSMUSG00000036139.6	Hoxc9	homeobox C9 [Source:MGI Symbol;Acc:MGI:96199]	10090	234	1
ENSMUST00000001709.2	ENSMUSG00000022485.3	Hoxc5	homeobox C5 [Source:MGI Symbol;Acc:MGI:96196]	10090	63	1
ENSMUST00000001711.5	ENSMUSG00000001661.5	Hoxc6	homeobox C6 [Source:MGI Symbol;Acc:MGI:96197]	10090	46	1
ENSMUST00000001712.6	ENSMUSG00000020196.9	Cabin1	calcineurin binding protein 1 [Source:MGI Symbol;Acc:MGI:1298375]	10090	119	1
ENSMUST00000001713.4	ENSMUSG00000001663.5	Gstt1	glutathione S-transferase, theta 1 [Source:MGI Symbol;Acc:MGI:107379]	10090	426	1
ENSMUST00000001715.4	ENSMUSG00000001665.5	Gstt3	glutathione S-transferase, theta 3 [Source:MGI Symbol;Acc:MGI:2143526]	10090	94	1
ENSMUST00000001720.8	ENSMUSG00000001670.8	Tat	tyrosine aminotransferase [Source:MGI Symbol;Acc:MGI:98487]	10090	6170	1
ENSMUST00000001722.8	ENSMUSG00000001672.9	Marveld3	MARVEL (membrane-associating) domain containing 3 [Source:MGI Symbol;Acc:MGI:1920858]	10090	131	1
ENSMUST00000001724.6	ENSMUSG00000001674.6	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol;Acc:MGI:1914192]	10090	48	1
ENSMUST00000001757.7	ENSMUSG00000001707.7	Eef1e1	eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]	10090	94	1
ENSMUST00000001780.4	ENSMUSG00000001729.9	Akt1	thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]	10090	3044	1
ENSMUST00000001792.5	ENSMUSG00000001741.6	Il16	interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]	10090	85	1
ENSMUST00000001802.9	ENSMUSG00000001751.9	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) [Source:MGI Symbol;Acc:MGI:1351641]	10090	856	1
ENSMUST00000001806.4	ENSMUSG00000001755.7	Coasy	Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]	10090	2023	1
ENSMUST00000001809.9	ENSMUSG00000022283.9	Pabpc1	poly(A) binding protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1349722]	10090	14	1
ENSMUST00000001812.4	ENSMUSG00000001761.6	Smo	smoothened homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:108075]	10090	5	1
ENSMUST00000001818.4	ENSMUSG00000001767.5	Crnkl1	Crn, crooked neck-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1914127]	10090	664	1
ENSMUST00000001825.7	ENSMUSG00000001774.7	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 [Source:MGI Symbol;Acc:MGI:1914167]	10090	1645	1
ENSMUST00000001834.3	ENSMUSG00000001783.3	Rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:MGI Symbol;Acc:MGI:106379]	10090	473	1
ENSMUST00000001836.3	ENSMUSG00000001785.6	Pwp1	PWP1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914735]	10090	2611	1
ENSMUST00000001845.6	ENSMUSG00000001794.7	Capns1	calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]	10090	11270	1
ENSMUST00000001854.6	ENSMUSG00000030495.7	Slc7a10	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10 [Source:MGI Symbol;Acc:MGI:1858261]	10090	621	1
ENSMUST00000001867.7	ENSMUSG00000001815.10	Evx2	even skipped homeotic gene 2 homolog [Source:MGI Symbol;Acc:MGI:95462]	10090	10	1
ENSMUST00000001872.4	ENSMUSG00000001819.4	Hoxd13	homeobox D13 [Source:MGI Symbol;Acc:MGI:96205]	10090	17	1
ENSMUST00000001878.5	ENSMUSG00000001823.5	Hoxd12	homeobox D12 [Source:MGI Symbol;Acc:MGI:96204]	10090	5	1
ENSMUST00000001884.8	ENSMUSG00000001829.11	Clpb	ClpB caseinolytic peptidase B [Source:MGI Symbol;Acc:MGI:1100517]	10090	191	1
ENSMUST00000001900.3	ENSMUSG00000001844.5	Zdhhc4	zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]	10090	254	1
ENSMUST00000001920.7	ENSMUSG00000001864.8	Aif1l	allograft inflammatory factor 1-like [Source:MGI Symbol;Acc:MGI:1919598]	10090	572	1
ENSMUST00000001921.1	ENSMUSG00000001865.1	Cpa3	carboxypeptidase A3, mast cell [Source:MGI Symbol;Acc:MGI:88479]	10090	24	1
ENSMUST00000001927.6	ENSMUSG00000001870.10	Ltbp1	latent transforming growth factor beta binding protein 1 [Source:MGI Symbol;Acc:MGI:109151]	10090	171	1
ENSMUST00000001950.6	ENSMUSG00000025139.8	Tollip	toll interacting protein [Source:MGI Symbol;Acc:MGI:1891808]	10090	245	1
ENSMUST00000001963.8	ENSMUSG00000020681.9	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:MGI Symbol;Acc:MGI:87874]	10090	1235	1
ENSMUST00000001965.8	ENSMUSG00000001901.10	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6 [Source:MGI Symbol;Acc:MGI:2684139]	10090	8	1
ENSMUST00000001974.5	ENSMUSG00000001909.10	Trmt1	tRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1289155]	10090	474	1
ENSMUST00000001975.4	ENSMUSG00000001910.4	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]	10090	503	1
ENSMUST00000001984.3	ENSMUSG00000007209.3	Ceacam9	carcinoembryonic antigen-related cell adhesion molecule 9 [Source:MGI Symbol;Acc:MGI:1347247]	10090	5	1
ENSMUST00000002007.3	ENSMUSG00000001942.7	Siae	sialic acid acetylesterase [Source:MGI Symbol;Acc:MGI:104803]	10090	401	1
ENSMUST00000002008.5	ENSMUSG00000001943.7	Vsig2	V-set and immunoglobulin domain containing 2 [Source:MGI Symbol;Acc:MGI:1928009]	10090	47	1
ENSMUST00000002011.8	ENSMUSG00000001946.8	Esam	endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774]	10090	1187	1
ENSMUST00000002013.9	ENSMUSG00000001948.9	Spa17	sperm autoantigenic protein 17 [Source:MGI Symbol;Acc:MGI:1333778]	10090	134	1
ENSMUST00000002029.7	ENSMUSG00000001964.9	Emd	emerin [Source:MGI Symbol;Acc:MGI:108117]	10090	840	1
ENSMUST00000002043.4	ENSMUSG00000078622.3	Ccdc47	coiled-coil domain containing 47 [Source:MGI Symbol;Acc:MGI:1914413]	10090	1550	1
ENSMUST00000002044.9	ENSMUSG00000020700.11	Map3k3	mitogen-activated protein kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:1346874]	10090	437	1
ENSMUST00000002048.7	ENSMUSG00000001983.7	Taco1	translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457]	10090	247	1
ENSMUST00000002053.8	ENSMUSG00000001988.8	Npas1	neuronal PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109205]	10090	9	1
ENSMUST00000002063.9	ENSMUSG00000001998.10	Ap4e1	adaptor-related protein complex AP-4, epsilon 1 [Source:MGI Symbol;Acc:MGI:1336993]	10090	759	1
ENSMUST00000002064.9	ENSMUSG00000001999.10	Blvra	biliverdin reductase A [Source:MGI Symbol;Acc:MGI:88170]	10090	1425	1
ENSMUST00000002073.7	ENSMUSG00000002020.10	Ltbp2	latent transforming growth factor beta binding protein 2 [Source:MGI Symbol;Acc:MGI:99502]	10090	28	1
ENSMUST00000002079.6	ENSMUSG00000031385.9	Plxnb3	plexin B3 [Source:MGI Symbol;Acc:MGI:2154240]	10090	22	1
ENSMUST00000002080.6	ENSMUSG00000002006.7	Pdzd4	PDZ domain containing 4 [Source:MGI Symbol;Acc:MGI:2443483]	10090	41	1
ENSMUST00000002081.5	ENSMUSG00000002007.5	Srpk3	serine/arginine-rich protein specific kinase 3 [Source:MGI Symbol;Acc:MGI:1891338]	10090	315	1
ENSMUST00000002084.8	ENSMUSG00000031378.9	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1 [Source:MGI Symbol;Acc:MGI:1349215]	10090	324	1
ENSMUST00000002090.2	ENSMUSG00000002014.7	Ssr4	signal sequence receptor, delta [Source:MGI Symbol;Acc:MGI:1099464]	10090	2387	1
ENSMUST00000002091.5	ENSMUSG00000002015.5	Bcap31	B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933]	10090	2866	1
ENSMUST00000002099.4	ENSMUSG00000002031.6	Ift46	intraflagellar transport 46 [Source:MGI Symbol;Acc:MGI:1923818]	10090	1724	1
ENSMUST00000002101.6	ENSMUSG00000002033.8	Cd3g	CD3 antigen, gamma polypeptide [Source:MGI Symbol;Acc:MGI:88333]	10090	27	1
ENSMUST00000002112.9	ENSMUSG00000002043.11	Trappc6a	trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]	10090	789	1
ENSMUST00000002121.4	ENSMUSG00000002052.6	Supt6	suppressor of Ty 6 [Source:MGI Symbol;Acc:MGI:107726]	10090	891	1
ENSMUST00000002127.8	ENSMUSG00000002058.8	Unc119	unc-119 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1328357]	10090	439	1
ENSMUST00000002128.8	ENSMUSG00000002059.12	Rab34	RAB34, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104606]	10090	2771	1
ENSMUST00000002133.8	ENSMUSG00000002064.10	Sdf2	stromal cell derived factor 2 [Source:MGI Symbol;Acc:MGI:108019]	10090	152	1
ENSMUST00000002145.6	ENSMUSG00000002076.6	Hsf2bp	heat shock transcription factor 2 binding protein [Source:MGI Symbol;Acc:MGI:1921627]	10090	233	1
ENSMUST00000002152.7	ENSMUSG00000002083.7	Bbc3	BCL2 binding component 3 [Source:MGI Symbol;Acc:MGI:2181667]	10090	1965	1
ENSMUST00000002171.8	ENSMUSG00000002102.10	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3 [Source:MGI Symbol;Acc:MGI:1098754]	10090	11	0
ENSMUST00000002172.8	ENSMUSG00000002103.10	Acp2	acid phosphatase 2, lysosomal [Source:MGI Symbol;Acc:MGI:87882]	10090	1172	1
ENSMUST00000002176.7	ENSMUSG00000002107.13	Celf2	CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]	10090	1979	0
ENSMUST00000002180.7	ENSMUSG00000002111.8	Spi1	spleen focus forming virus (SFFV) proviral integration oncogene [Source:MGI Symbol;Acc:MGI:98282]	10090	340	1
ENSMUST00000002198.3	ENSMUSG00000002129.6	Sf3a1	splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]	10090	4856	1
ENSMUST00000002259.7	ENSMUSG00000002190.8	Clgn	calmegin [Source:MGI Symbol;Acc:MGI:107472]	10090	16	1
ENSMUST00000002274.8	ENSMUSG00000002204.8	Napsa	napsin A aspartic peptidase [Source:MGI Symbol;Acc:MGI:109365]	10090	325	1
ENSMUST00000002275.9	ENSMUSG00000002205.10	Vrk3	vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]	10090	294	1
ENSMUST00000002280.5	ENSMUSG00000002210.6	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]	10090	393	1
ENSMUST00000002284.9	ENSMUSG00000046223.9	Plaur	plasminogen activator, urokinase receptor [Source:MGI Symbol;Acc:MGI:97612]	10090	1813	1
ENSMUST00000002289.6	ENSMUSG00000022111.8	Uchl3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Source:MGI Symbol;Acc:MGI:1355274]	10090	4362	1
ENSMUST00000002291.7	ENSMUSG00000002221.7	Paxip1	PAX interacting (with transcription-activation domain) protein 1 [Source:MGI Symbol;Acc:MGI:1890430]	10090	1600	1
ENSMUST00000002292.9	ENSMUSG00000002222.9	Rmnd5a	required for meiotic nuclear division 5 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915727]	10090	291	1
ENSMUST00000002297.6	ENSMUSG00000002227.10	Mov10	Moloney leukemia virus 10 [Source:MGI Symbol;Acc:MGI:97054]	10090	49	1
ENSMUST00000002298.6	ENSMUSG00000002228.6	Ppm1j	protein phosphatase 1J [Source:MGI Symbol;Acc:MGI:1919137]	10090	781	1
ENSMUST00000002303.6	ENSMUSG00000002233.8	Rhoc	ras homolog gene family, member C [Source:MGI Symbol;Acc:MGI:106028]	10090	2296	0
ENSMUST00000002305.8	ENSMUSG00000042599.8	Kdm7a	lysine (K)-specific demethylase 7A [Source:MGI Symbol;Acc:MGI:2443388]	10090	770	1
ENSMUST00000002320.9	ENSMUSG00000002250.10	Ppard	peroxisome proliferator activator receptor delta [Source:MGI Symbol;Acc:MGI:101884]	10090	404	1
ENSMUST00000002327.5	ENSMUSG00000002257.7	Def6	differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]	10090	16	1
ENSMUST00000002336.9	ENSMUSG00000002266.10	Zim1	zinc finger, imprinted 1 [Source:MGI Symbol;Acc:MGI:1341879]	10090	5	1
ENSMUST00000002350.5	ENSMUSG00000002280.5	Narfl	nuclear prelamin A recognition factor-like [Source:MGI Symbol;Acc:MGI:1914813]	10090	1878	1
ENSMUST00000002360.10	ENSMUSG00000002289.10	Angptl4	angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999]	10090	519	1
ENSMUST00000002368.10	ENSMUSG00000002297.10	Dbf4	DBF4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1351328]	10090	1287	1
ENSMUST00000002379.9	ENSMUSG00000002308.10	Cd320	CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]	10090	1692	1
ENSMUST00000002395.7	ENSMUSG00000002324.7	Rec8	REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]	10090	6	1
ENSMUST00000002397.5	ENSMUSG00000002326.5	Gmpr2	guanosine monophosphate reductase 2 [Source:MGI Symbol;Acc:MGI:1917903]	10090	347	1
ENSMUST00000002400.6	ENSMUSG00000002329.6	Mdp1	magnesium-dependent phosphatase 1 [Source:MGI Symbol;Acc:MGI:1915131]	10090	1469	1
ENSMUST00000002403.8	ENSMUSG00000002332.10	Dhrs1	dehydrogenase/reductase (SDR family) member 1 [Source:MGI Symbol;Acc:MGI:1196314]	10090	123	1
ENSMUST00000002412.8	ENSMUSG00000002341.8	Ncan	neurocan [Source:MGI Symbol;Acc:MGI:104694]	10090	16	1
ENSMUST00000002413.9	ENSMUSG00000002342.12	Tmem161a	transmembrane protein 161A [Source:MGI Symbol;Acc:MGI:2384577]	10090	2184	1
ENSMUST00000002436.9	ENSMUSG00000002365.9	Snx9	sorting nexin 9 [Source:MGI Symbol;Acc:MGI:1913866]	10090	4466	1
ENSMUST00000002444.8	ENSMUSG00000024206.9	Rfx2	regulatory factor X, 2 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106583]	10090	201	1
ENSMUST00000002445.8	ENSMUSG00000002372.8	Ranbp3	RAN binding protein 3 [Source:MGI Symbol;Acc:MGI:1919060]	10090	3906	1
ENSMUST00000002452.6	ENSMUSG00000002379.6	Ndufa11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11 [Source:MGI Symbol;Acc:MGI:1917125]	10090	26516	1
ENSMUST00000002457.1	ENSMUSG00000002384.2	Bmp8b	bone morphogenetic protein 8b [Source:MGI Symbol;Acc:MGI:107335]	10090	16	1
ENSMUST00000002466.8	ENSMUSG00000002393.9	Nr2f6	nuclear receptor subfamily 2, group F, member 6 [Source:MGI Symbol;Acc:MGI:1352453]	10090	3995	1
ENSMUST00000002469.8	ENSMUSG00000002396.8	Ocel1	occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]	10090	577	0
ENSMUST00000002473.8	ENSMUSG00000031820.8	Babam1	BRISC and BRCA1 A complex member 1 [Source:MGI Symbol;Acc:MGI:1915501]	10090	5326	1
ENSMUST00000002487.9	ENSMUSG00000002413.10	Braf	Braf transforming gene [Source:MGI Symbol;Acc:MGI:88190]	10090	393	1
ENSMUST00000002502.6	ENSMUSG00000002428.7	Hltf	helicase-like transcription factor [Source:MGI Symbol;Acc:MGI:1196437]	10090	93	1
ENSMUST00000002518.8	ENSMUSG00000054452.9	Aes	amino-terminal enhancer of split [Source:MGI Symbol;Acc:MGI:95806]	10090	7865	1
ENSMUST00000002529.6	ENSMUSG00000002455.9	Prpf6	PRP6 pre-mRNA splicing factor 6 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1922946]	10090	907	1
ENSMUST00000002532.3	ENSMUSG00000002458.8	Rgs19	regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]	10090	344	0
ENSMUST00000002533.9	ENSMUSG00000002459.12	Rgs20	regulator of G-protein signaling 20 [Source:MGI Symbol;Acc:MGI:1929866]	10090	25	1
ENSMUST00000002551.3	ENSMUSG00000002477.4	Snrpd1	small nuclear ribonucleoprotein D1 [Source:MGI Symbol;Acc:MGI:98344]	10090	777	1
ENSMUST00000002603.6	ENSMUSG00000022568.11	Scrib	scribbled homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2145950]	10090	896	1
ENSMUST00000002625.9	ENSMUSG00000002550.11	Uck1	uridine-cytidine kinase 1 [Source:MGI Symbol;Acc:MGI:98904]	10090	47	1
ENSMUST00000002655.7	ENSMUSG00000002580.7	Mien1	migration and invasion enhancer 1 [Source:MGI Symbol;Acc:MGI:1913678]	10090	3198	1
ENSMUST00000002663.6	ENSMUSG00000002588.7	Pon1	paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]	10090	318	1
ENSMUST00000002677.5	ENSMUSG00000002602.11	Axl	AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]	10090	2495	1
ENSMUST00000002678.9	ENSMUSG00000002603.10	Tgfb1	transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]	10090	511	1
ENSMUST00000002683.2	ENSMUSG00000002608.3	Ccdc97	coiled-coil domain containing 97 [Source:MGI Symbol;Acc:MGI:1196455]	10090	579	1
ENSMUST00000002699.5	ENSMUSG00000024045.5	Akap8	A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]	10090	1407	1
ENSMUST00000002708.3	ENSMUSG00000002633.3	Shh	sonic hedgehog [Source:MGI Symbol;Acc:MGI:98297]	10090	28	1
ENSMUST00000002710.4	ENSMUSG00000002635.6	Pdcd2l	programmed cell death 2-like [Source:MGI Symbol;Acc:MGI:1915329]	10090	1894	1
ENSMUST00000002733.6	ENSMUSG00000002658.9	Gtf2f1	general transcription factor IIF, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1923848]	10090	305	1
ENSMUST00000002735.7	ENSMUSG00000002660.7	Clpp	caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol;Acc:MGI:1858213]	10090	8626	1
ENSMUST00000002737.6	ENSMUSG00000002661.9	Alkbh7	alkB, alkylation repair homolog 7 (E. coli) [Source:MGI Symbol;Acc:MGI:1913650]	10090	201	1
ENSMUST00000002740.2	ENSMUSG00000002664.2	Pspn	persephin [Source:MGI Symbol;Acc:MGI:1201684]	10090	2	1
ENSMUST00000002757.5	ENSMUSG00000091803.2	Cox16	cytochrome c oxidase assembly protein 16 [Source:MGI Symbol;Acc:MGI:1913522]	10090	1279	1
ENSMUST00000002765.7	ENSMUSG00000002688.7	Prkd1	protein kinase D1 [Source:MGI Symbol;Acc:MGI:99879]	10090	95	1
ENSMUST00000002790.8	ENSMUSG00000002718.9	Cse1l	chromosome segregation 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1339951]	10090	3849	1
ENSMUST00000002808.6	ENSMUSG00000002731.6	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator [Source:MGI Symbol;Acc:MGI:1344375]	10090	426	1
ENSMUST00000002809.8	ENSMUSG00000002732.9	Fkbp7	FK506 binding protein 7 [Source:MGI Symbol;Acc:MGI:1336879]	10090	120	1
ENSMUST00000002818.8	ENSMUSG00000002741.9	Ykt6	YKT6 homolog (S. Cerevisiae) [Source:MGI Symbol;Acc:MGI:1927550]	10090	5383	1
ENSMUST00000002825.5	ENSMUSG00000002748.6	Baz1b	bromodomain adjacent to zinc finger domain, 1B [Source:MGI Symbol;Acc:MGI:1353499]	10090	1197	1
ENSMUST00000002837.5	ENSMUSG00000063406.6	Tmed5	transmembrane emp24 protein transport domain containing 5 [Source:MGI Symbol;Acc:MGI:1921586]	10090	963	0
ENSMUST00000002839.8	ENSMUSG00000059409.8	Ppp2r5d	protein phosphatase 2, regulatory subunit B', delta [Source:MGI Symbol;Acc:MGI:2388481]	10090	42	1
ENSMUST00000002840.8	ENSMUSG00000002763.11	Pex6	peroxisomal biogenesis factor 6 [Source:MGI Symbol;Acc:MGI:2385054]	10090	1802	1
ENSMUST00000002845.6	ENSMUSG00000002768.7	Mea1	male enhanced antigen 1 [Source:MGI Symbol;Acc:MGI:96957]	10090	69	1
ENSMUST00000002846.8	ENSMUSG00000002769.8	Gnmt	glycine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1202304]	10090	10362	1
ENSMUST00000002848.7	ENSMUSG00000002771.10	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4) [Source:MGI Symbol;Acc:MGI:95823]	10090	33	1
ENSMUST00000002850.5	ENSMUSG00000030834.5	Abcc6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6 [Source:MGI Symbol;Acc:MGI:1351634]	10090	665	1
ENSMUST00000002855.6	ENSMUSG00000002778.7	Kdelr1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 [Source:MGI Symbol;Acc:MGI:1915387]	10090	8605	0
ENSMUST00000002881.3	ENSMUSG00000002804.3	Nudt14	nudix (nucleoside diphosphate linked moiety X)-type motif 14 [Source:MGI Symbol;Acc:MGI:1913424]	10090	163	1
ENSMUST00000002883.5	ENSMUSG00000021319.6	Sfrp4	secreted frizzled-related protein 4 [Source:MGI Symbol;Acc:MGI:892010]	10090	51	1
